state,county,Stname,ctyname,CENSUS2010POP
39,089,Ohio,Licking County,166492
39,091,Ohio,Logan County,45858
39,093,Ohio,Lorain County,301356
39,095,Ohio,Lucas County,441815
39,097,Ohio,Madison County,43435
39,099,Ohio,Mahoning County,238823
39,101,Ohio,Marion County,66501
39,103,Ohio,Medina County,172332
39,105,Ohio,Meigs County,23770
39,107,Ohio,Mercer County,40814
39,109,Ohio,Miami County,102506
39,111,Ohio,Monroe County,14642
39,113,Ohio,Montgomery County,535153
39,115,Ohio,Morgan County,15054
39,117,Ohio,Morrow County,34827
39,119,Ohio,Muskingum County,86074
39,121,Ohio,Noble County,14645
39,123,Ohio,Ottawa County,41428
39,125,Ohio,Paulding County,19614
39,127,Ohio,Perry County,36058
39,129,Ohio,Pickaway County,55698
39,131,Ohio,Pike County,28709
39,133,Ohio,Portage County,161419
39,135,Ohio,Preble County,42270
39,137,Ohio,Putnam County,34499
39,139,Ohio,Richland County,124475
39,141,Ohio,Ross County,78064
39,143,Ohio,Sandusky County,60944
39,145,Ohio,Scioto County,79499
39,147,Ohio,Seneca County,56745
39,149,Ohio,Shelby County,49423
39,151,Ohio,Stark County,375586
39,153,Ohio,Summit County,541781
39,155,Ohio,Trumbull County,210312
39,157,Ohio,Tuscarawas County,92582
39,159,Ohio,Union County,52300
39,161,Ohio,Van Wert County,28744
39,163,Ohio,Vinton County,13435
39,165,Ohio,Warren County,212693
39,167,Ohio,Washington County,61778
39,169,Ohio,Wayne County,114520
39,171,Ohio,Williams County,37642
39,173,Ohio,Wood County,125488
39,175,Ohio,Wyandot County,22615
40,001,Oklahoma,Adair County,22683
40,003,Oklahoma,Alfalfa County,5642
40,005,Oklahoma,Atoka County,14182
40,007,Oklahoma,Beaver County,5636
40,009,Oklahoma,Beckham County,22119
40,011,Oklahoma,Blaine County,11943
40,013,Oklahoma,Bryan County,42416
40,015,Oklahoma,Caddo County,29600
40,017,Oklahoma,Canadian County,115541
40,019,Oklahoma,Carter County,47557
40,021,Oklahoma,Cherokee County,46987
40,023,Oklahoma,Choctaw County,15205
40,025,Oklahoma,Cimarron County,2475
40,027,Oklahoma,Cleveland County,255755
40,029,Oklahoma,Coal County,5925
40,031,Oklahoma,Comanche County,124098
40,033,Oklahoma,Cotton County,6193
40,035,Oklahoma,Craig County,15029
40,037,Oklahoma,Creek County,69967
40,039,Oklahoma,Custer County,27469
40,041,Oklahoma,Delaware County,41487
40,043,Oklahoma,Dewey County,4810
40,045,Oklahoma,Ellis County,4151
40,047,Oklahoma,Garfield County,60580
40,049,Oklahoma,Garvin County,27576
40,051,Oklahoma,Grady County,52431
40,053,Oklahoma,Grant County,4527
40,055,Oklahoma,Greer County,6239
40,057,Oklahoma,Harmon County,2922
40,059,Oklahoma,Harper County,3685
40,061,Oklahoma,Haskell County,12769
40,063,Oklahoma,Hughes County,14003
40,065,Oklahoma,Jackson County,26446
40,067,Oklahoma,Jefferson County,6472
40,069,Oklahoma,Johnston County,10957
40,071,Oklahoma,Kay County,46562
40,073,Oklahoma,Kingfisher County,15034
40,075,Oklahoma,Kiowa County,9446
40,077,Oklahoma,Latimer County,11154
40,079,Oklahoma,Le Flore County,50384
40,081,Oklahoma,Lincoln County,34273
40,083,Oklahoma,Logan County,41848
40,085,Oklahoma,Love County,9423
40,087,Oklahoma,McClain County,34506
40,089,Oklahoma,McCurtain County,33151
40,091,Oklahoma,McIntosh County,20252
40,093,Oklahoma,Major County,7527
40,095,Oklahoma,Marshall County,15840
40,097,Oklahoma,Mayes County,41259
40,099,Oklahoma,Murray County,13488
40,101,Oklahoma,Muskogee County,70990
40,103,Oklahoma,Noble County,11561
40,105,Oklahoma,Nowata County,10536
40,107,Oklahoma,Okfuskee County,12191
40,109,Oklahoma,Oklahoma County,718633
40,111,Oklahoma,Okmulgee County,40069
40,113,Oklahoma,Osage County,47472
40,115,Oklahoma,Ottawa County,31848
40,117,Oklahoma,Pawnee County,16577
40,119,Oklahoma,Payne County,77350
40,121,Oklahoma,Pittsburg County,45837
40,123,Oklahoma,Pontotoc County,37492
40,125,Oklahoma,Pottawatomie County,69442
40,127,Oklahoma,Pushmataha County,11572
40,129,Oklahoma,Roger Mills County,3647
40,131,Oklahoma,Rogers County,86905
40,133,Oklahoma,Seminole County,25482
40,135,Oklahoma,Sequoyah County,42391
40,137,Oklahoma,Stephens County,45048
40,139,Oklahoma,Texas County,20640
40,141,Oklahoma,Tillman County,7992
40,143,Oklahoma,Tulsa County,603403
40,145,Oklahoma,Wagoner County,73085
40,147,Oklahoma,Washington County,50976
40,149,Oklahoma,Washita County,11629
40,151,Oklahoma,Woods County,8878
40,153,Oklahoma,Woodward County,20081
41,001,Oregon,Baker County,16134
41,003,Oregon,Benton County,85579
41,005,Oregon,Clackamas County,375992
41,007,Oregon,Clatsop County,37039
41,009,Oregon,Columbia County,49351
41,011,Oregon,Coos County,63043
41,013,Oregon,Crook County,20978
41,015,Oregon,Curry County,22364
41,017,Oregon,Deschutes County,157733
41,019,Oregon,Douglas County,107667
41,021,Oregon,Gilliam County,1871
41,023,Oregon,Grant County,7445
41,025,Oregon,Harney County,7422
41,027,Oregon,Hood River County,22346
41,029,Oregon,Jackson County,203206
41,031,Oregon,Jefferson County,21720
41,033,Oregon,Josephine County,82713
41,035,Oregon,Klamath County,66380
41,037,Oregon,Lake County,7895
41,039,Oregon,Lane County,351715
41,041,Oregon,Lincoln County,46034
41,043,Oregon,Linn County,116672
41,045,Oregon,Malheur County,31313
41,047,Oregon,Marion County,315335
41,049,Oregon,Morrow County,11173
41,051,Oregon,Multnomah County,735334
41,053,Oregon,Polk County,75403
41,055,Oregon,Sherman County,1765
41,057,Oregon,Tillamook County,25250
41,059,Oregon,Umatilla County,75889
41,061,Oregon,Union County,25748
41,063,Oregon,Wallowa County,7008
41,065,Oregon,Wasco County,25213
41,067,Oregon,Washington County,529710
41,069,Oregon,Wheeler County,1441
41,071,Oregon,Yamhill County,99193
42,001,Pennsylvania,Adams County,101407
42,003,Pennsylvania,Allegheny County,1223348
42,005,Pennsylvania,Armstrong County,68941
42,007,Pennsylvania,Beaver County,170539
42,009,Pennsylvania,Bedford County,49762
42,011,Pennsylvania,Berks County,411442
42,013,Pennsylvania,Blair County,127089
42,015,Pennsylvania,Bradford County,62622
42,017,Pennsylvania,Bucks County,625249
42,019,Pennsylvania,Butler County,183862
42,021,Pennsylvania,Cambria County,143679
42,023,Pennsylvania,Cameron County,5085
42,025,Pennsylvania,Carbon County,65249
42,027,Pennsylvania,Centre County,153990
42,029,Pennsylvania,Chester County,498886
42,031,Pennsylvania,Clarion County,39988
42,033,Pennsylvania,Clearfield County,81642
42,035,Pennsylvania,Clinton County,39238
42,037,Pennsylvania,Columbia County,67295
42,039,Pennsylvania,Crawford County,88765
42,041,Pennsylvania,Cumberland County,235406
42,043,Pennsylvania,Dauphin County,268100
42,045,Pennsylvania,Delaware County,558979
42,047,Pennsylvania,Elk County,31946
42,049,Pennsylvania,Erie County,280566
42,051,Pennsylvania,Fayette County,136606
42,053,Pennsylvania,Forest County,7716
42,055,Pennsylvania,Franklin County,149618
42,057,Pennsylvania,Fulton County,14845
42,059,Pennsylvania,Greene County,38686
42,061,Pennsylvania,Huntingdon County,45913
42,063,Pennsylvania,Indiana County,88880
42,065,Pennsylvania,Jefferson County,45200
42,067,Pennsylvania,Juniata County,24636
42,069,Pennsylvania,Lackawanna County,214437
42,071,Pennsylvania,Lancaster County,519445
42,073,Pennsylvania,Lawrence County,91108
42,075,Pennsylvania,Lebanon County,133568
42,077,Pennsylvania,Lehigh County,349497
42,079,Pennsylvania,Luzerne County,320918
42,081,Pennsylvania,Lycoming County,116111
42,083,Pennsylvania,McKean County,43450
42,085,Pennsylvania,Mercer County,116638
42,087,Pennsylvania,Mifflin County,46682
42,089,Pennsylvania,Monroe County,169842
42,091,Pennsylvania,Montgomery County,799874
42,093,Pennsylvania,Montour County,18267
42,095,Pennsylvania,Northampton County,297735
42,097,Pennsylvania,Northumberland County,94528
42,099,Pennsylvania,Perry County,45969
42,101,Pennsylvania,Philadelphia County,1526006
42,103,Pennsylvania,Pike County,57369
42,105,Pennsylvania,Potter County,17457
42,107,Pennsylvania,Schuylkill County,148289
42,109,Pennsylvania,Snyder County,39702
42,111,Pennsylvania,Somerset County,77742
42,113,Pennsylvania,Sullivan County,6428
42,115,Pennsylvania,Susquehanna County,43356
42,117,Pennsylvania,Tioga County,41981
42,119,Pennsylvania,Union County,44947
42,121,Pennsylvania,Venango County,54984
42,123,Pennsylvania,Warren County,41815
42,125,Pennsylvania,Washington County,207820
42,127,Pennsylvania,Wayne County,52822
42,129,Pennsylvania,Westmoreland County,365169
42,131,Pennsylvania,Wyoming County,28276
42,133,Pennsylvania,York County,434972
44,001,Rhode Island,Bristol County,49875
44,003,Rhode Island,Kent County,166158
44,005,Rhode Island,Newport County,82888
44,007,Rhode Island,Providence County,626667
44,009,Rhode Island,Washington County,126979
45,001,South Carolina,Abbeville County,25417
45,003,South Carolina,Aiken County,160099
45,005,South Carolina,Allendale County,10419
45,007,South Carolina,Anderson County,187126
45,009,South Carolina,Bamberg County,15987
45,011,South Carolina,Barnwell County,22621
45,013,South Carolina,Beaufort County,162233
45,015,South Carolina,Berkeley County,177843
45,017,South Carolina,Calhoun County,15175
45,019,South Carolina,Charleston County,350209
45,021,South Carolina,Cherokee County,55342
45,023,South Carolina,Chester County,33140
45,025,South Carolina,Chesterfield County,46734
45,027,South Carolina,Clarendon County,34971
45,029,South Carolina,Colleton County,38892
45,031,South Carolina,Darlington County,68681
45,033,South Carolina,Dillon County,32062
45,035,South Carolina,Dorchester County,136555
45,037,South Carolina,Edgefield County,26985
45,039,South Carolina,Fairfield County,23956
45,041,South Carolina,Florence County,136885
45,043,South Carolina,Georgetown County,60158
45,045,South Carolina,Greenville County,451225
45,047,South Carolina,Greenwood County,69661
45,049,South Carolina,Hampton County,21090
45,051,South Carolina,Horry County,269291
45,053,South Carolina,Jasper County,24777
45,055,South Carolina,Kershaw County,61697
45,057,South Carolina,Lancaster County,76652
45,059,South Carolina,Laurens County,66537
45,061,South Carolina,Lee County,19220
45,063,South Carolina,Lexington County,262391
45,065,South Carolina,McCormick County,10233
45,067,South Carolina,Marion County,33062
45,069,South Carolina,Marlboro County,28933
45,071,South Carolina,Newberry County,37508
45,073,South Carolina,Oconee County,74273
45,075,South Carolina,Orangeburg County,92501
45,077,South Carolina,Pickens County,119224
45,079,South Carolina,Richland County,384504
45,081,South Carolina,Saluda County,19875
45,083,South Carolina,Spartanburg County,284307
45,085,South Carolina,Sumter County,107456
45,087,South Carolina,Union County,28961
45,089,South Carolina,Williamsburg County,34423
45,091,South Carolina,York County,226073
46,003,South Dakota,Aurora County,2710
46,005,South Dakota,Beadle County,17398
46,007,South Dakota,Bennett County,3431
46,009,South Dakota,Bon Homme County,7070
46,011,South Dakota,Brookings County,31965
46,013,South Dakota,Brown County,36531
46,015,South Dakota,Brule County,5255
46,017,South Dakota,Buffalo County,1912
46,019,South Dakota,Butte County,10110
46,021,South Dakota,Campbell County,1466
46,023,South Dakota,Charles Mix County,9129
46,025,South Dakota,Clark County,3691
46,027,South Dakota,Clay County,13864
46,029,South Dakota,Codington County,27227
46,031,South Dakota,Corson County,4050
46,033,South Dakota,Custer County,8216
46,035,South Dakota,Davison County,19504
46,037,South Dakota,Day County,5710
46,039,South Dakota,Deuel County,4364
46,041,South Dakota,Dewey County,5301
46,043,South Dakota,Douglas County,3002
46,045,South Dakota,Edmunds County,4071
46,047,South Dakota,Fall River County,7094
46,049,South Dakota,Faulk County,2364
46,051,South Dakota,Grant County,7356
46,053,South Dakota,Gregory County,4271
46,055,South Dakota,Haakon County,1937
46,057,South Dakota,Hamlin County,5903
46,059,South Dakota,Hand County,3431
46,061,South Dakota,Hanson County,3331
46,063,South Dakota,Harding County,1255
46,065,South Dakota,Hughes County,17022
46,067,South Dakota,Hutchinson County,7343
46,069,South Dakota,Hyde County,1420
46,071,South Dakota,Jackson County,3031
46,073,South Dakota,Jerauld County,2071
46,075,South Dakota,Jones County,1006
46,077,South Dakota,Kingsbury County,5148
46,079,South Dakota,Lake County,11200
46,081,South Dakota,Lawrence County,24097
46,083,South Dakota,Lincoln County,44828
46,085,South Dakota,Lyman County,3755
46,087,South Dakota,McCook County,5618
46,089,South Dakota,McPherson County,2459
46,091,South Dakota,Marshall County,4656
46,093,South Dakota,Meade County,25434
46,095,South Dakota,Mellette County,2048
46,097,South Dakota,Miner County,2389
46,099,South Dakota,Minnehaha County,169468
46,101,South Dakota,Moody County,6486
46,103,South Dakota,Pennington County,100948
46,105,South Dakota,Perkins County,2982
46,107,South Dakota,Potter County,2329
46,109,South Dakota,Roberts County,10149
46,111,South Dakota,Sanborn County,2355
46,113,South Dakota,Shannon County,13586
46,115,South Dakota,Spink County,6415
46,117,South Dakota,Stanley County,2966
46,119,South Dakota,Sully County,1373
46,121,South Dakota,Todd County,9612
46,123,South Dakota,Tripp County,5644
46,125,South Dakota,Turner County,8347
46,127,South Dakota,Union County,14399
46,129,South Dakota,Walworth County,5438
46,135,South Dakota,Yankton County,22438
46,137,South Dakota,Ziebach County,2801
47,001,Tennessee,Anderson County,75129
47,003,Tennessee,Bedford County,45058
47,005,Tennessee,Benton County,16489
47,007,Tennessee,Bledsoe County,12876
47,009,Tennessee,Blount County,123010
47,011,Tennessee,Bradley County,98963
47,013,Tennessee,Campbell County,40716
47,015,Tennessee,Cannon County,13801
47,017,Tennessee,Carroll County,28522
47,019,Tennessee,Carter County,57424
47,021,Tennessee,Cheatham County,39105
47,023,Tennessee,Chester County,17131
47,025,Tennessee,Claiborne County,32213
47,027,Tennessee,Clay County,7861
47,029,Tennessee,Cocke County,35662
47,031,Tennessee,Coffee County,52796
47,033,Tennessee,Crockett County,14586
47,035,Tennessee,Cumberland County,56053
47,037,Tennessee,Davidson County,626681
47,039,Tennessee,Decatur County,11757
47,041,Tennessee,DeKalb County,18723
47,043,Tennessee,Dickson County,49666
47,045,Tennessee,Dyer County,38335
47,047,Tennessee,Fayette County,38413
47,049,Tennessee,Fentress County,17959
47,051,Tennessee,Franklin County,41052
47,053,Tennessee,Gibson County,49683
47,055,Tennessee,Giles County,29485
47,057,Tennessee,Grainger County,22657
47,059,Tennessee,Greene County,68831
47,061,Tennessee,Grundy County,13703
47,063,Tennessee,Hamblen County,62544
47,065,Tennessee,Hamilton County,336463
47,067,Tennessee,Hancock County,6819
47,069,Tennessee,Hardeman County,27253
47,071,Tennessee,Hardin County,26026
47,073,Tennessee,Hawkins County,56833
47,075,Tennessee,Haywood County,18787
47,077,Tennessee,Henderson County,27769
47,079,Tennessee,Henry County,32330
47,081,Tennessee,Hickman County,24690
47,083,Tennessee,Houston County,8426
47,085,Tennessee,Humphreys County,18538
47,087,Tennessee,Jackson County,11638
47,089,Tennessee,Jefferson County,51407
47,091,Tennessee,Johnson County,18244
47,093,Tennessee,Knox County,432226
47,095,Tennessee,Lake County,7832
47,097,Tennessee,Lauderdale County,27815
47,099,Tennessee,Lawrence County,41869
47,101,Tennessee,Lewis County,12161
47,103,Tennessee,Lincoln County,33361
47,105,Tennessee,Loudon County,48556
47,107,Tennessee,McMinn County,52266
47,109,Tennessee,McNairy County,26075
47,111,Tennessee,Macon County,22248
47,113,Tennessee,Madison County,98294
47,115,Tennessee,Marion County,28237
47,117,Tennessee,Marshall County,30617
47,119,Tennessee,Maury County,80956
47,121,Tennessee,Meigs County,11753
47,123,Tennessee,Monroe County,44519
47,125,Tennessee,Montgomery County,172331
47,127,Tennessee,Moore County,6362
47,129,Tennessee,Morgan County,21987
47,131,Tennessee,Obion County,31807
47,133,Tennessee,Overton County,22083
47,135,Tennessee,Perry County,7915
47,137,Tennessee,Pickett County,5077
47,139,Tennessee,Polk County,16825
47,141,Tennessee,Putnam County,72321
47,143,Tennessee,Rhea County,31809
47,145,Tennessee,Roane County,54181
47,147,Tennessee,Robertson County,66283
47,149,Tennessee,Rutherford County,262604
47,151,Tennessee,Scott County,22228
47,153,Tennessee,Sequatchie County,14112
47,155,Tennessee,Sevier County,89889
47,157,Tennessee,Shelby County,927644
47,159,Tennessee,Smith County,19166
47,161,Tennessee,Stewart County,13324
47,163,Tennessee,Sullivan County,156823
47,165,Tennessee,Sumner County,160645
47,167,Tennessee,Tipton County,61081
47,169,Tennessee,Trousdale County,7870
47,171,Tennessee,Unicoi County,18313
47,173,Tennessee,Union County,19109
47,175,Tennessee,Van Buren County,5548
47,177,Tennessee,Warren County,39839
47,179,Tennessee,Washington County,122979
47,181,Tennessee,Wayne County,17021
47,183,Tennessee,Weakley County,35021
47,185,Tennessee,White County,25841
47,187,Tennessee,Williamson County,183182
47,189,Tennessee,Wilson County,113993
48,001,Texas,Anderson County,58458
48,003,Texas,Andrews County,14786
48,005,Texas,Angelina County,86771
48,007,Texas,Aransas County,23158
48,009,Texas,Archer County,9054
48,011,Texas,Armstrong County,1901
48,013,Texas,Atascosa County,44911
48,015,Texas,Austin County,28417
48,017,Texas,Bailey County,7165
48,019,Texas,Bandera County,20485
48,021,Texas,Bastrop County,74171
48,023,Texas,Baylor County,3726
48,025,Texas,Bee County,31861
48,027,Texas,Bell County,310235
48,029,Texas,Bexar County,1714773
48,031,Texas,Blanco County,10497
48,033,Texas,Borden County,641
48,035,Texas,Bosque County,18212
48,037,Texas,Bowie County,92565
48,039,Texas,Brazoria County,313166
48,041,Texas,Brazos County,194851
48,043,Texas,Brewster County,9232
48,045,Texas,Briscoe County,1637
48,047,Texas,Brooks County,7223
48,049,Texas,Brown County,38106
48,051,Texas,Burleson County,17187
48,053,Texas,Burnet County,42750
48,055,Texas,Caldwell County,38066
48,057,Texas,Calhoun County,21381
48,059,Texas,Callahan County,13544
48,061,Texas,Cameron County,406220
48,063,Texas,Camp County,12401
48,065,Texas,Carson County,6182
48,067,Texas,Cass County,30464
48,069,Texas,Castro County,8062
48,071,Texas,Chambers County,35096
48,073,Texas,Cherokee County,50845
48,075,Texas,Childress County,7041
48,077,Texas,Clay County,10752
48,079,Texas,Cochran County,3127
48,081,Texas,Coke County,3320
48,083,Texas,Coleman County,8895
48,085,Texas,Collin County,782341
48,087,Texas,Collingsworth County,3057
48,089,Texas,Colorado County,20874
48,091,Texas,Comal County,108472
48,093,Texas,Comanche County,13974
48,095,Texas,Concho County,4087
48,097,Texas,Cooke County,38437
48,099,Texas,Coryell County,75388
48,101,Texas,Cottle County,1505
48,103,Texas,Crane County,4375
48,105,Texas,Crockett County,3719
48,107,Texas,Crosby County,6059
48,109,Texas,Culberson County,2398
48,111,Texas,Dallam County,6703
48,113,Texas,Dallas County,2368139
48,115,Texas,Dawson County,13833
48,117,Texas,Deaf Smith County,19372
48,119,Texas,Delta County,5231
48,121,Texas,Denton County,662614
48,123,Texas,DeWitt County,20097
48,125,Texas,Dickens County,2444
48,127,Texas,Dimmit County,9996
48,129,Texas,Donley County,3677
48,131,Texas,Duval County,11782
48,133,Texas,Eastland County,18583
48,135,Texas,Ector County,137130
48,137,Texas,Edwards County,2002
48,139,Texas,Ellis County,149610
48,141,Texas,El Paso County,800647
48,143,Texas,Erath County,37890
48,145,Texas,Falls County,17866
48,147,Texas,Fannin County,33915
48,149,Texas,Fayette County,24554
48,151,Texas,Fisher County,3974
48,153,Texas,Floyd County,6446
48,155,Texas,Foard County,1336
48,157,Texas,Fort Bend County,585375
48,159,Texas,Franklin County,10605
48,161,Texas,Freestone County,19816
48,163,Texas,Frio County,17217
48,165,Texas,Gaines County,17526
48,167,Texas,Galveston County,291309
48,169,Texas,Garza County,6461
48,171,Texas,Gillespie County,24837
48,173,Texas,Glasscock County,1226
48,175,Texas,Goliad County,7210
48,177,Texas,Gonzales County,19807
48,179,Texas,Gray County,22535
48,181,Texas,Grayson County,120877
48,183,Texas,Gregg County,121730
48,185,Texas,Grimes County,26604
48,187,Texas,Guadalupe County,131533
48,189,Texas,Hale County,36273
48,191,Texas,Hall County,3353
48,193,Texas,Hamilton County,8517
48,195,Texas,Hansford County,5613
48,197,Texas,Hardeman County,4139
48,199,Texas,Hardin County,54635
48,201,Texas,Harris County,4092459
48,203,Texas,Harrison County,65631
48,205,Texas,Hartley County,6062
48,207,Texas,Haskell County,5899
48,209,Texas,Hays County,157107
48,211,Texas,Hemphill County,3807
48,213,Texas,Henderson County,78532
48,215,Texas,Hidalgo County,774769
48,217,Texas,Hill County,35089
48,219,Texas,Hockley County,22935
48,221,Texas,Hood County,51182
48,223,Texas,Hopkins County,35161
48,225,Texas,Houston County,23732
48,227,Texas,Howard County,35012
48,229,Texas,Hudspeth County,3476
48,231,Texas,Hunt County,86129
48,233,Texas,Hutchinson County,22150
48,235,Texas,Irion County,1599
48,237,Texas,Jack County,9044
48,239,Texas,Jackson County,14075
48,241,Texas,Jasper County,35710
48,243,Texas,Jeff Davis County,2342
48,245,Texas,Jefferson County,252273
48,247,Texas,Jim Hogg County,5300
48,249,Texas,Jim Wells County,40838
48,251,Texas,Johnson County,150934
48,253,Texas,Jones County,20202
48,255,Texas,Karnes County,14824
48,257,Texas,Kaufman County,103350
48,259,Texas,Kendall County,33410
48,261,Texas,Kenedy County,416
48,263,Texas,Kent County,808
48,265,Texas,Kerr County,49625
48,267,Texas,Kimble County,4607
48,269,Texas,King County,286
48,271,Texas,Kinney County,3598
48,273,Texas,Kleberg County,32061
48,275,Texas,Knox County,3719
48,277,Texas,Lamar County,49793
48,279,Texas,Lamb County,13977
48,281,Texas,Lampasas County,19677
48,283,Texas,La Salle County,6886
48,285,Texas,Lavaca County,19263
48,287,Texas,Lee County,16612
48,289,Texas,Leon County,16801
48,291,Texas,Liberty County,75643
48,293,Texas,Limestone County,23384
48,295,Texas,Lipscomb County,3302
48,297,Texas,Live Oak County,11531
48,299,Texas,Llano County,19301
48,301,Texas,Loving County,82
48,303,Texas,Lubbock County,278831
48,305,Texas,Lynn County,5915
48,307,Texas,McCulloch County,8283
48,309,Texas,McLennan County,234906
48,311,Texas,McMullen County,707
48,313,Texas,Madison County,13664
48,315,Texas,Marion County,10546
48,317,Texas,Martin County,4799
48,319,Texas,Mason County,4012
48,321,Texas,Matagorda County,36702
48,323,Texas,Maverick County,54258
48,325,Texas,Medina County,46006
48,327,Texas,Menard County,2242
48,329,Texas,Midland County,136872
48,331,Texas,Milam County,24757
48,333,Texas,Mills County,4936
48,335,Texas,Mitchell County,9403
48,337,Texas,Montague County,19719
48,339,Texas,Montgomery County,455746
48,341,Texas,Moore County,21904
48,343,Texas,Morris County,12934
48,345,Texas,Motley County,1210
48,347,Texas,Nacogdoches County,64524
48,349,Texas,Navarro County,47735
48,351,Texas,Newton County,14445
48,353,Texas,Nolan County,15216
48,355,Texas,Nueces County,340223
48,357,Texas,Ochiltree County,10223
48,359,Texas,Oldham County,2052
48,361,Texas,Orange County,81837
48,363,Texas,Palo Pinto County,28111
48,365,Texas,Panola County,23796
48,367,Texas,Parker County,116927
48,369,Texas,Parmer County,10269
48,371,Texas,Pecos County,15507
48,373,Texas,Polk County,45413
48,375,Texas,Potter County,121073
48,377,Texas,Presidio County,7818
48,379,Texas,Rains County,10914
48,381,Texas,Randall County,120725
48,383,Texas,Reagan County,3367
48,385,Texas,Real County,3309
48,387,Texas,Red River County,12860
48,389,Texas,Reeves County,13783
48,391,Texas,Refugio County,7383
48,393,Texas,Roberts County,929
48,395,Texas,Robertson County,16622
48,397,Texas,Rockwall County,78337
48,399,Texas,Runnels County,10501
48,401,Texas,Rusk County,53330
48,403,Texas,Sabine County,10834
48,405,Texas,San Augustine County,8865
48,407,Texas,San Jacinto County,26384
48,409,Texas,San Patricio County,64804
48,411,Texas,San Saba County,6131
48,413,Texas,Schleicher County,3461
48,415,Texas,Scurry County,16921
48,417,Texas,Shackelford County,3378
48,419,Texas,Shelby County,25448
48,421,Texas,Sherman County,3034
48,423,Texas,Smith County,209714
48,425,Texas,Somervell County,8490
48,427,Texas,Starr County,60968
48,429,Texas,Stephens County,9630
48,431,Texas,Sterling County,1143
48,433,Texas,Stonewall County,1490
48,435,Texas,Sutton County,4128
48,437,Texas,Swisher County,7854
48,439,Texas,Tarrant County,1809034
48,441,Texas,Taylor County,131506
48,443,Texas,Terrell County,984
48,445,Texas,Terry County,12651
48,447,Texas,Throckmorton County,1641
48,449,Texas,Titus County,32334
48,451,Texas,Tom Green County,110224
48,453,Texas,Travis County,1024266
48,455,Texas,Trinity County,14585
48,457,Texas,Tyler County,21766
48,459,Texas,Upshur County,39309
48,461,Texas,Upton County,3355
48,463,Texas,Uvalde County,26405
48,465,Texas,Val Verde County,48879
48,467,Texas,Van Zandt County,52579
48,469,Texas,Victoria County,86793
48,471,Texas,Walker County,67861
48,473,Texas,Waller County,43205
48,475,Texas,Ward County,10658
48,477,Texas,Washington County,33718
48,479,Texas,Webb County,250304
48,481,Texas,Wharton County,41280
48,483,Texas,Wheeler County,5410
48,485,Texas,Wichita County,131500
48,487,Texas,Wilbarger County,13535
48,489,Texas,Willacy County,22134
48,491,Texas,Williamson County,422679
48,493,Texas,Wilson County,42918
48,495,Texas,Winkler County,7110
48,497,Texas,Wise County,59127
48,499,Texas,Wood County,41964
48,501,Texas,Yoakum County,7879
48,503,Texas,Young County,18550
48,505,Texas,Zapata County,14018
48,507,Texas,Zavala County,11677
49,001,Utah,Beaver County,6629
49,003,Utah,Box Elder County,49975
49,005,Utah,Cache County,112656
49,007,Utah,Carbon County,21403
49,009,Utah,Daggett County,1059
49,011,Utah,Davis County,306479
49,013,Utah,Duchesne County,18607
49,015,Utah,Emery County,10976
49,017,Utah,Garfield County,5172
49,019,Utah,Grand County,9225
49,021,Utah,Iron County,46163
49,023,Utah,Juab County,10246
49,025,Utah,Kane County,7125
49,027,Utah,Millard County,12503
49,029,Utah,Morgan County,9469
49,031,Utah,Piute County,1556
49,033,Utah,Rich County,2264
49,035,Utah,Salt Lake County,1029655
49,037,Utah,San Juan County,14746
49,039,Utah,Sanpete County,27822
49,041,Utah,Sevier County,20802
49,043,Utah,Summit County,36324
49,045,Utah,Tooele County,58218
49,047,Utah,Uintah County,32588
49,049,Utah,Utah County,516564
49,051,Utah,Wasatch County,23530
49,053,Utah,Washington County,138115
49,055,Utah,Wayne County,2778
49,057,Utah,Weber County,231236
50,001,Vermont,Addison County,36821
50,003,Vermont,Bennington County,37125
50,005,Vermont,Caledonia County,31227
50,007,Vermont,Chittenden County,156545
50,009,Vermont,Essex County,6306
50,011,Vermont,Franklin County,47746
50,013,Vermont,Grand Isle County,6970
50,015,Vermont,Lamoille County,24475
50,017,Vermont,Orange County,28936
50,019,Vermont,Orleans County,27231
50,021,Vermont,Rutland County,61642
50,023,Vermont,Washington County,59534
50,025,Vermont,Windham County,44513
50,027,Vermont,Windsor County,56670
51,001,Virginia,Accomack County,33164
51,003,Virginia,Albemarle County,98970
51,005,Virginia,Alleghany County,16250
51,007,Virginia,Amelia County,12690
51,009,Virginia,Amherst County,32353
51,011,Virginia,Appomattox County,14973
51,013,Virginia,Arlington County,207627
51,015,Virginia,Augusta County,73750
51,017,Virginia,Bath County,4731
51,019,Virginia,Bedford County,68676
51,021,Virginia,Bland County,6824
51,023,Virginia,Botetourt County,33148
51,025,Virginia,Brunswick County,17434
51,027,Virginia,Buchanan County,24098
51,029,Virginia,Buckingham County,17146
51,031,Virginia,Campbell County,54842
51,033,Virginia,Caroline County,28545
51,035,Virginia,Carroll County,30042
51,036,Virginia,Charles City County,7256
51,037,Virginia,Charlotte County,12586
51,041,Virginia,Chesterfield County,316236
51,043,Virginia,Clarke County,14034
51,045,Virginia,Craig County,5190
51,047,Virginia,Culpeper County,46689
51,049,Virginia,Cumberland County,10052
51,051,Virginia,Dickenson County,15903
51,053,Virginia,Dinwiddie County,28001
